	RP	SYMBOL	Entrez RNA	RNA Type	Species	Protein	Entrez Protein	Protein Type	Species	Confidence
8852841	RP08852842	AC005943.1	ENSG00000267059	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7155
8852842	RP08852843	UQCR11	10975	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7331
8852846	RP08852847	FAM32A	26017	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7331
8852866	RP08852867	PIK3R2	5296	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7155
8852868	RP08852869	IFI30	10437	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7155
8852869	RP08852870	JUND	3727	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7155
8852870	RP08852871	LSM4	25804	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7331
8852871	RP08852872	SSBP4	170463	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7155
8852872	RP08852873	KLF16	83855	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7331
8852874	RP08852875	UBA52	7311	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7331
8852887	RP08852888	MKNK2	2872	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7331
8852917	RP08852918	PDCD5	9141	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7155
8852924	RP08852925	GPI	2821	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7331
8852928	RP08852929	ZNF302	55900	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7155
8852929	RP08852930	MFSD12	126321	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7155
8852930	RP08852931	LSR	51599	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7155
8852931	RP08852932	USF2	7392	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7331
8852932	RP08852933	HMG20B	10362	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7155
8852936	RP08852937	TMEM147	10430	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7155
8852946	RP08852947	CAPNS1	826	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7155
8852957	RP08852958	DPF1	8193	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7155
8852959	RP08852960	PSMD8	5714	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7155
8852960	RP08852961	FAM98C	147965	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7155
8852966	RP08852967	NFKBIB	4793	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7331
8852977	RP08852978	TIMM50	92609	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7331
8852978	RP08852979	FBL	2091	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7331
8852981	RP08852982	C19orf47	126526	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7331
8852985	RP08852986	MAP2K2	5605	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7155
8852988	RP08852989	HNRNPUL1	11100	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7331
8852999	RP08853000	SH3GL1	6455	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7331
8853015	RP08853016	TOMM40	10452	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7331
8853017	RP08853018	GEMIN7	79760	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7155
8853024	RP08853025	MYDGF	56005	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7331
8853027	RP08853028	CALM3	808	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7331
8853029	RP08853030	AP2S1	1175	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7155
8853031	RP08853032	SAE1	10055	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7331
8853037	RP08853038	KDELR1	10945	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7331
8853043	RP08853044	BAX	581	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7155
8853047	RP08853048	SNRNP70	6625	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7155
8853054	RP08853055	BCL2L12	83596	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7331
8853055	RP08853056	PRMT1	3276	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7155
8853059	RP08853060	AKT1S1	84335	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7155
8853064	RP08853065	EMC10	284361	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7331
8853072	RP08853073	CDC34	997	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7331
8853078	RP08853079	MBOAT7	79143	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7331
8853084	RP08853085	ISOC2	79763	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7331
8853085	RP08853086	NAT14	57106	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7331
8853089	RP08853090	U2AF2	11338	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7331
8853107	RP08853108	KHSRP	8570	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7331
8853109	RP08853110	SLC25A23	79085	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7155
8853110	RP08853111	RNF126	55658	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7331
8853124	RP08853125	CD320	51293	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7155
8853125	RP08853126	RAB11B	9230	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7331
8853142	RP08853143	SNX5	27131	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7155
8853151	RP08853152	ABHD12	26090	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7331
8853168	RP08853169	CHMP4B	128866	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7155
8853169	RP08853170	RALY	22913	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7155
8853173	RP08853174	DYNLRB1	83658	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7155
8853182	RP08853183	EIF6	3692	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7155
8853204	RP08853205	C20orf27	54976	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7331
8853210	RP08853211	RBCK1	10616	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7155
8853225	RP08853226	UBE2C	11065	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7155
8853228	RP08853229	CTSA	5476	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7155
8853241	RP08853242	RNF114	55905	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7331
8853249	RP08853250	TMEM230	29058	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7155
8853257	RP08853258	RBM38	55544	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7331
8853259	RP08853260	GNAS	2778	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7155
8853261	RP08853262	CTSZ	1522	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7331
8853266	RP08853267	PSMA7	5688	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7155
8853268	RP08853269	ADRM1	11047	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7155
8853274	RP08853275	YTHDF1	54915	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7155
8853278	RP08853279	ARFRP1	10139	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7331
8853282	RP08853283	RGS19	10287	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7155
8853286	RP08853287	RPL31	6160	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7155
8853292	RP08853293	HPCAL1	3241	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7155
8853296	RP08853297	FHL2	2274	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7155
8853316	RP08853317	CXADR	1525	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7155
8853318	RP08853319	DBI	1622	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7155
8853338	RP08853339	MZT2B	80097	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7155
8853340	RP08853341	FAM168B	130074	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7331
8853341	RP08853342	PLEKHB2	55041	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7155
8853346	RP08853347	IFNAR2	3455	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7155
8853364	RP08853365	CBR1	873	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7155
8853366	RP08853367	TTC3	7267	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7155
8853369	RP08853370	PSMG1	8624	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7155
8853370	RP08853371	HMGN1	3150	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7155
8853378	RP08853379	NDUFV3	4731	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7331
8853379	RP08853380	U2AF1	7307	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7155
8853387	RP08853388	PFKL	5211	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7155
8853390	RP08853391	FAM207A	85395	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7331
8853392	RP08853393	SLC19A1	6573	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7331
8853396	RP08853397	PRMT2	3275	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7331
8853402	RP08853403	ARL5A	26225	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7155
8853429	RP08853430	DLX2	1746	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7155
8853439	RP08853440	AGPS	8540	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7155
8853444	RP08853445	UBE2E3	10477	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7155
8853453	RP08853454	ORMDL1	94101	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7331
8853462	RP08853463	HSPE1	3336	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7155
8853497	RP08853498	BID	637	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7155
8853498	RP08853499	PEX26	55670	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7331
8853500	RP08853501	ARPC2	10109	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7155
8853503	RP08853504	SLC25A1	6576	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7155
8853514	RP08853515	RANBP1	5902	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7155
8853516	RP08853517	DNAJB2	3300	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7331
8853519	RP08853520	ZNF74	7625	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7331
8853523	RP08853524	THAP7	80764	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7331
8853525	RP08853526	YDJC	150223	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7331
8853527	RP08853528	MAPK1	5594	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7331
8853532	RP08853533	CHCHD10	400916	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7155
8853533	RP08853534	SMARCB1	6598	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7331
8853534	RP08853535	MIF	4282	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7155
8853545	RP08853546	AGFG1	3267	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7155
8853546	RP08853547	XBP1	7494	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7331
8853558	RP08853559	MTFP1	51537	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7331
8853563	RP08853564	CAB39	51719	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7331
8853564	RP08853565	ITM2C	81618	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7331
8853571	RP08853572	YWHAH	7533	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7155
8853572	RP08853573	PTMA	5757	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7331
8853575	RP08853576	FBXO7	25793	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7155
8853588	RP08853589	COPS8	10920	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7155
8853592	RP08853593	ANKRD54	129138	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7331
8853595	RP08853596	POLR2F	5435	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7155
8853598	RP08853599	CSNK1E	1454	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7331
8853600	RP08853601	KDELR3	11015	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7331
8853609	RP08853610	RPL3	6122	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7155
8853612	RP08853613	ATF4	468	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7331
8853616	RP08853617	NDUFA10	4705	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7331
8853629	RP08853630	SEPT2	4735	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7155
8853630	RP08853631	SMDT1	91689	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7155
8853636	RP08853637	CYB5R3	1727	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7331
8853637	RP08853638	MCAT	27349	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7155
8853668	RP08853669	ATRAID	51374	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7155
8853674	RP08853675	ACP1	52	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7331
8853691	RP08853692	FEZ2	9637	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7155
8853702	RP08853703	MAP4K3	8491	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7155
8853704	RP08853705	COX7A2L	9167	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7331
8853713	RP08853714	MCFD2	90411	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7331
8853750	RP08853751	RAB1A	5861	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7331
8853776	RP08853777	WBP1	23559	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7331
8853808	RP08853809	UNC50	25972	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7155
8853815	RP08853816	TFG	10342	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7155
8853833	RP08853834	NAA50	80218	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7331
8853853	RP08853854	ZNF148	7707	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7155
8853870	RP08853871	H1FX	8971	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7331
8853874	RP08853875	CDV3	55573	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7331
8853900	RP08853901	PFN2	5217	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7155
8853902	RP08853903	SERP1	27230	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7331
8853927	RP08853928	GPR160	26996	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7155
8853933	RP08853934	FNDC3B	64778	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7155
8853944	RP08853945	ATP11B	23200	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7155
8853948	RP08853949	AP2M1	1173	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7155
8853953	RP08853954	POLR2H	5437	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7155
8853956	RP08853957	TRA2B	6434	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7331
8853967	RP08853968	NCBP2	22916	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7331
8853972	RP08853973	UBE2E2	7325	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7155
8853987	RP08853988	CRTAP	10491	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7331
8853988	RP08853989	UBP1	7342	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7331
8853991	RP08853992	GOLGA4	2803	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7155
8853993	RP08853994	EXOG	9941	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7155
8854020	RP08854021	SHISA5	51246	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7331
8854029	RP08854030	GPX1	2876	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7155
8854036	RP08854037	GNAI2	2771	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7331
8854042	RP08854043	RPL29	6159	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7155
8854050	RP08854051	GLT8D1	55830	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7155
8854079	RP08854080	CGGBP1	8545	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7331
8854088	RP08854089	OGG1	4968	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7155
8854089	RP08854090	CLDND1	56650	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7155
8854090	RP08854091	ARPC4	10093	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7331
8854092	RP08854093	JAGN1	84522	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7155
8854100	RP08854101	UBE2D3	7323	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7331
8854120	RP08854121	ANXA5	308	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7155
8854130	RP08854131	NOCT	25819	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7331
8854141	RP08854142	LSM6	11157	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7155
8854147	RP08854148	TRIM2	23321	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7155
8854152	RP08854153	TMA16	55319	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7155
8854160	RP08854161	QDPR	5860	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7155
8854174	RP08854175	STOX2	56977	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7155
8854203	RP08854204	UBE2K	3093	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7331
8854218	RP08854219	TMEM165	55858	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7155
8854225	RP08854226	REST	5978	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7155
8854236	RP08854237	PCGF3	10336	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7155
8854244	RP08854245	SCARB2	950	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7331
8854253	RP08854254	HNRNPD	3184	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7331
8854266	RP08854267	PYURF	100996939	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7331
8854299	RP08854300	CSNK1G3	1456	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7155
8854318	RP08854319	VDAC1	7416	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7331
8854328	RP08854329	PITX1	5307	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7155
8854329	RP08854330	H2AFY	9555	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7155
8854335	RP08854336	FAM53C	ENSG00000120709	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7155
8854343	RP08854344	PAIP2	51247	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7331
8854344	RP08854345	UBE2D2	7322	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7155
8854357	RP08854358	HDAC3	8841	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7331
8854375	RP08854376	GRPEL2	134266	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7155
8854378	RP08854379	RPS14	6208	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7155
8854385	RP08854386	ATOX1	475	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7155
8854397	RP08854398	PTTG1	9232	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7155
8854398	RP08854399	CCNG1	900	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7155
8854402	RP08854403	MYO10	4651	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7155
8854410	RP08854411	ERGIC1	57222	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7331
8854413	RP08854414	SFXN1	94081	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7331
8854417	RP08854418	TSPAN17	26262	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7155
8854419	RP08854420	PRELID1	27166	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7155
8854420	RP08854421	LMAN2	10960	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7155
8854424	RP08854425	B4GALT7	11285	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7155
8854426	RP08854427	HNRNPAB	3182	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7331
8854434	RP08854435	RNF130	55819	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7155
8854435	RP08854436	MAPK9	5601	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7331
8854436	RP08854437	MRPL36	64979	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7155
8854439	RP08854440	NDUFS6	4726	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7155
8854458	RP08854459	NADK2	133686	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7331
8854476	RP08854477	PAIP1	10605	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7155
8854478	RP08854479	EXOC3	11336	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7155
8854494	RP08854495	MED10	84246	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7331
8854501	RP08854502	SLC30A5	64924	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7155
8854525	RP08854526	SERINC5	256987	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7331
8854528	RP08854529	RPS23	6228	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7155
8854537	RP08854538	RHOBTB3	22836	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7331
8854580	RP08854581	ECHDC1	55862	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7331
8854615	RP08854616	PCMT1	5110	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7155
8854616	RP08854617	MTHFD1L	25902	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7155
8854629	RP08854630	WTAP	9589	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7155
8854630	RP08854631	TCP1	6950	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7155
8854633	RP08854634	MPC1	51660	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7331
8854635	RP08854636	FAM120B	84498	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7155
8854639	RP08854640	KIF13A	63971	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7331
8854691	RP08854692	HIST1H2AL	8332	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7155
8854694	RP08854695	HIST1H2AM	8336	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7155
8854710	RP08854711	IER3	8870	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7155
8854711	RP08854712	HLA-C	3107	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7155
8854712	RP08854713	HLA-B	3106	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7155
8854734	RP08854735	BRD2	6046	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7331
8854739	RP08854740	TAPBP	6892	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7331
8854752	RP08854753	MAPK14	1432	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7331
8854756	RP08854757	C6orf89	221477	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7331
8854757	RP08854758	MTCH1	23787	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7331
8854766	RP08854767	CCND3	896	mRNA	Homo sapiens	UPF1	5976.0	RBP	Homo sapiens	0.7331
